año,id_vu,razon_social,rut_razon_social,nombre_establecimiento,ciiu4,ciiu4_id,ciiu6,ciiu6_id,rubro,rubro_id,region,provincia,comuna,codigo_unico_territorial,latitud,longitud,ducto,ducto_nombre,contaminante,contaminante_id,emision_total,norma,tabla,origen
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Fósforo,16,2.94408125,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Hidrocarburos Fijos,17,4.051635412,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Hierro Disuelto,20,0.6209781094,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Indice Fenol,21,0.218982698,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Manganeso,22,0.17157610206,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Mercurio,23,0.00218982698,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Molibdeno,24,0.38355112378,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Níquel,25,0.031402019,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Nitrógeno Total  Kjeldahl,27,8.2902668112,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Pentaclorofenol,28,0.00218982698,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Plomo,30,0.0437965396,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Selenio,33,0.0109491349,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Sólidos Suspendidos Totales,35,28.6401489,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Sulfato,36,1688.63832632,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Sulfuro,37,0.218982698,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Tetracloroeteno,39,0.0109491349,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Tolueno,40,0.0109491349,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Triclorometano,41,0.0295981323,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Xileno,42,0.0109491349,DS 90,Tabla 1,SMA
2024,152,CORP NACIONAL DEL COBRE DE CHILE,61704000-K,DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO,Extracción y procesamiento de cobre,B04000,Extracción y procesamiento de cobre,B040000,Minería,4,Valparaíso,Los Andes,Los Andes,5301,-32.92610542488,-70.287262342768,687,"PUNTO 1 PPC, RIO BLANCO, SALADILLO",Zinc,43,0.19648855292,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Aceites y Grasas,1,0.499143612,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Aluminio,2,0.09656382912,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Arsénico,3,0.00045548976,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Boro,4,1.2252674544,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Cadmio,5,0.0008515936,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Cianuro,6,0.0091097952,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Cloruros,7,43.408174128,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Cobre,8,0.0458082504,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Cromo Hexavalente,11,0.00625426296,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Fluoruro,15,0.0637685664,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Fósforo,16,0.5206168,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Hidrocarburos Fijos,17,0.22774488,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Hidrocarburos Totales,18,0.55254606,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Hierro Disuelto,20,0.0091097952,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Indice Fenol,21,0.045548976,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Manganeso,22,0.0182195904,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Mercurio,23,0.0004257968,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Molibdeno,24,0.0546587712,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Níquel,25,0.008777538,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Nitrógeno Total  Kjeldahl,27,1.093175424,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Pentaclorofenol,28,0.00045548976,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Plomo,30,0.008515936,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Selenio,33,0.0022774488,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Sólidos Suspendidos Totales,35,3.7140268,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Sulfato,36,44.531242536,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Sulfuro,37,0.04257968,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Tetracloroeteno,39,0.0024150412,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Tolueno,40,0.0022774488,DS 90,Tabla 1,SMA
2024,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C17020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Industria del papel y celulosa,5,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,641,PUNTO 1 ESTERO TRONCO - PAPELERA,Triclorometano,41,0.002628996832,DS 90,Tabla 1,SMA
