año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes ;ducto;norma
2019;ACONCAGUA FOODS S.A.;76099789-7;ACONCAGUA FOODS S.A;4587176;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Metropolitana ;Maipo;Buin;13402;-33,73474579;-70,73084161;4,936712;Sólidos suspendidos totales;101;290;DS90/2000 del MINSEGPRES
2019;ACONCAGUA FOODS S.A.;76099789-7;ACONCAGUA FOODS S.A;4587176;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Metropolitana ;Maipo;Buin;13402;-33,73474579;-70,73084161;145,458148;Sulfatos;106;290;DS90/2000 del MINSEGPRES
2019;ACONCAGUA FOODS S.A.;76099789-7;ACONCAGUA FOODS S.A;4587176;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Metropolitana ;Maipo;Buin;13402;-33,73474579;-70,73084161;0,029880015;Zinc;120;290;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras industrias manufactureras;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,019646;Aceites y grasas;2;586;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras industrias manufactureras;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,0000395;Cadmio;14;586;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras industrias manufactureras;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,000340461;Cobre;24;586;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras industrias manufactureras;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,0000395;Plomo;84;586;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras actividades;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,054912;Sólidos suspendidos totales;101;586;DS90/2000 del MINSEGPRES
2019;AC REDES SERVICIOS ACUICOLAS LIMITADA;76154671-6;AC REDES PLANTA CHANGUITAD;5453042;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras actividades;10;Los Lagos;Chiloé;Curaco de Vélez;10204;-42,42886418;-73,60788871;0,00018095;Zinc;120;586;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,45673496;Aceites y grasas;2;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,019502759;Aluminio;5;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,000165576;Arsénico;6;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,000275959;Boro;11;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,0000276;Cadmio;14;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,000551918;Cianuro;18;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;1,996970756;Cloruros;23;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,00013798;Cobre;24;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,000275959;Cromo hexavalente;36;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,002759592;Fluoruros;52;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,171789499;Fósforo Total;53;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,02759592;Hidrocarburos fijos;59;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,002254595;Hierro / hierro disuelto;64;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,0000552;Índice de fenol;65;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,001713742;Manganeso;66;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,0000276;Mercurio;67;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,00013798;Molibdeno;72;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,00013798;Níquel;75;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;1,183341276;Nitrógeno Total Kjeldahl;78;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,0000276;Pentaclorofenol / PCP;81;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,000551918;Plomo;84;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,00013798;Selenio;99;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;2,93748708;Sólidos suspendidos totales;101;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Otras actividades;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,1379796;Sulfatos;106;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Pesca y acuicultura;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,002759592;Sulfuros;107;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA ALAS S.A;77822670-7;CENTRO LA CASONA;5476592;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960901;Pesca y acuicultura;20;Maule;Linares;Parral;7404;-36,12497168;-71,80443884;0,015489668;Zinc;120;976;DS90/2000 del MINSEGPRES
2019;ACUICOLA DEL NORTE S A;99524510-8;ACUINOR S.A.;5441770;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Atacama;Copiapó;Caldera;3102;-26,9124952;-70,81237559;0,015532;Aceites y grasas;2;39;DS90/2000 del MINSEGPRES
2019;ACUICOLA DEL NORTE S A;99524510-8;ACUINOR S.A.;5441770;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Atacama;Copiapó;Caldera;3102;-26,9124952;-70,81237559;0,000100619;Fósforo Total;53;39;DS90/2000 del MINSEGPRES
2019;ACUICOLA DEL NORTE S A;99524510-8;ACUINOR S.A.;5441770;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Atacama;Copiapó;Caldera;3102;-26,9124952;-70,81237559;0,1100792;Sólidos suspendidos totales;101;39;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;31,36466366;Aceites y grasas;2;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,045815743;Aluminio;5;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,001205677;Arsénico;6;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,032553291;Boro;11;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,001205677;Cadmio;14;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,024113549;Cianuro;18;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;692,0198597;Cloruros;23;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,006028387;Cobre;24;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,012056774;Cromo hexavalente;36;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,120567744;Fluoruros;52;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;10,97016282;Fósforo Total;53;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;1,20567744;Hidrocarburos fijos;59;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,033758968;Hierro / hierro disuelto;64;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,001205677;Índice de fenol;65;654;DS90/2000 del MINSEGPRES
2019;ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;76382240-0;PISCICULTURA LLAIMA CHERQUEN;4591600;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,87890839;-71,8138847;0,006028387;Manganeso;66;654;DS90/2000 del MINSEGPRES
