año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna_;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes;ducto;norma;nombre_ducto;tabla;origen
2023;DANISCO CHILE S.A.;96627500-6;DANISCO;5441825;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,78365;-73,44567;0,00002;Cromo Hexavalente;11;101;DS 90;DANISCO.DESCARGA;Tabla 5;SMA
2023;ROCOFRUT S A;84463900-7;ROCOFRUT  S.A.;373;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Curicó;Romeral;7306;-34,96464;-71,18940;0,00088;Indice Fenol;21;399;DS 90;PUNTO 1;Tabla 2;SMA
2023;CMPC PULP SPA;96532330-9;CMPC CELULOSA PLANTA SANTA FE;3522;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Biobío;Biobío;Nacimiento;8306;-37,51416;-72,65060;0,00167;Pentaclorofenol;28;453;DS 90;PUNTO 1 RIO BIO BIO ;Tabla 2;SMA
2023;INTERVET VETERINARIA CHILE LIMITADA;77091690-9;INTERVET PUERTO VARAS;322373;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;Comercio mayorista;18;Los Lagos;Llanquihue;Puerto Varas;10109;-41,31670;-72,98330;0,00012;Molibdeno;24;584;DS 90;PUNTO 1 CANAL AFL. RIO NEGRO;Tabla 1;SMA
2023;SOCIEDAD DE TURISMO RIO SERRANO S.A.;77606550-1;HOTEL RIO SERRANO;5459338;Actividades de alojamiento para estancias cortas;I5510;Actividades de hoteles;I551001;Otras actividades;20;Magallanes y de la Antártica Chilena;Última Esperanza;Torres del Paine;12402;-51,41100;-73,08300;0,00001;Tetracloroeteno;39;844;DS 90;DESCARGA 1;Tabla 2;SMA
2023;SOC FUNDO LA CASCADA Y CIA LIMITADA;89288400-5;PISCICULTURA LOS CHILCOS;5452762;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,30555;-72,14913;14,86800;Sólidos Suspendidos Totales;35;838;DS 90;DESCARGA 1 ORILLA OESTE ESTERO LOS CHILCOS;Tabla 3;SMA
2023;COPEC S.A.;99520000-7;PLANTA DE LUBRICANTES COPEC;5453597;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G4661;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G466100;Comercio mayorista;18;Valparaíso;Valparaíso;Quintero;5107;-32,77820;-71,49791;0,37457;Aceites y Grasas;1;81;DS 90;COPEC.QUIN EMISARIO;Tabla 5;SMA
2023;I MUNICIPALIDAD DE LAUTARO;69190100-9;ILUSTRE MUNICIPALIDAD DE LAUTARO;5441717;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;Otras actividades;20;Araucanía;Cautín;Lautaro;9108;-38,53106;-72,43948;0,51277;Nitrógeno Total  Kjeldahl;27;469;DS 90;PUNTO 1 RIO CAUTIN ;Tabla 1;SMA
2023;CAMANCHACA S.A.;93711000-6;TRES QUEBRADAS;5452622;Acuicultura marina;A0321;Reproducción y cría de moluscos, crustáceos y gusanos marinos;A032130;Pesca y acuicultura;3;Atacama;Copiapó;Caldera;3102;-27,09301;-70,86395;0,02699;Manganeso;22;7;DS 90;PTA.3.ABALON;Tabla 4;SMA
2023;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA HUEYUSCA;244712;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Purranque;10303;-40,90843;-73,16611;38,64012;Cloruros;7;559;DS 90;PUNTO 1 RIO HUEYUSCA;Tabla 2;SMA
2023;WATT'S S.A;76455830-8;WATTS OSORNO;5452221;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Osorno;10301;-40,58869;-73,09715;0,00037;Tolueno;40;585;DS 90;PUNTO 1 RIO DAMAS;Tabla 2;SMA
2023;EMPRESAS CAROZZI S A;96591040-9;PLANTA NUTRIPRO LONTUE;5452039;Elaboración de piensos preparados para animales;C1080;Elaboración de piensos preparados para animales;C108000;Otras industrias manufactureras;10;Maule;Curicó;Sagrada Familia;7307;-35,04795;-71,28596;0,00002;Selenio;33;974;DS 90;DESCARGA 1;Tabla 1;SMA
2023;SOCIEDAD COMERCIAL AGRICOLA Y FORESTAL HUINCACARA LIMITADA;76510460-2;PISCICULTURA HUINCACARA;5401986;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,38055;-72,14329;37,37633;Nitrógeno Total  Kjeldahl;27;477;DS 90;PUNTO 1 ESTERO VOIPIR;Tabla 1;SMA
2023;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA PARGUA (104372);5469458;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,79405;-73,39978;0,00264;Cromo Hexavalente;11;865;DS 90;PUNTO 1 BAHIA DE PARGUA;Tabla 5;SMA
2023;MASONITE CHILE S A;96773280-K;PLANTA CABRERO;5452879;Fabricación de hojas de madera para enchapado y tableros a base de madera;C1621;Fabricación de hojas de madera para enchapado y tableros a base de madera;C162100;Industria de la madera y silvicultura;2;Biobío;Biobío;Cabrero;8303;-37,04655;-72,39036;0,00003;Xileno;42;455;DS 90;PUNTO 1 CANAL AFL. ESTERO COIHUICO;Tabla 1;SMA
2023;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA LIQUIÑE;4585666;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Valdivia;Panguipulli;14108;-39,64363;-72,33649;0,09580;Indice Fenol;21;748;DS 90;PUNTO 1. RIO REYEHUEICO;Tabla 1;SMA
2023;EMPRESA DE ALIMENTOS Y CONSERVAS SAN CLEMENTE SPA;77306928-K;Empresa de Alimentos y Conservas San Clemente SpA.;5486952;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;Otras industrias manufactureras;10;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75410;-70,73070;0,00033;Plomo;30;1089;DS 90;P1 Río Aconcagua;Tabla 1;SMA
2023;MULTISEA S.A.;76440284-7;Piscicultura de Recirculación Astilleros II;5485655;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,79015;-73,49638;0,05357;Fluoruro;15;1085;DS 90;PUNTO 1 EMISARIO;Tabla 5;SMA
2023;CIA SALMONIFERA DALCAHUE LIMITADA;79777030-2;PISCICULTURA ESTERO LLEUQUE;4588162;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Araucanía;Cautín;Vilcún;9119;-38,72612;-72,05038;14,64183;Aceites y Grasas;1;486;DS 90;PUNTO 1 ESTERO LLEUQUE;Tabla 1;SMA
2023;EMPRESAS CAROZZI S A;96591040-9;COMPLEJO INDUSTRIAL NOS;4587808;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;Otras industrias manufactureras;10;Metropolitana de Santiago;Maipo;San Bernardo;13401;-33,64900;-70,71130;0,00016;Molibdeno;24;326;DS 90;PUNTO 1 CANAL UNIFICADO;Tabla 1;SMA
2023;TRUSAL S A;96566740-7;PISCICULTURA LA TABLILLA;1523076;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,40063;-72,33281;0,00018;Cadmio;5;602;DS 90;PUNTO 2 RIO LA TABLILLA;Tabla 1;SMA
2023;BAYAS DEL SUR S.A.;96563630-7;BAYAS DEL SUR SA;805;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;Otras industrias manufactureras;10;Los Lagos;Osorno;Purranque;10303;-40,82847;-73,17984;0,00001;Cobre;8;601;DS 90;PUNTO 1 ESTERO LARGO;Tabla 1;SMA
2023;NESTLE CHILE SA;90703000-8;NESTLE CHILE S.A. FABRICA CANCURA;4806255;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Osorno;10301;-40,73367;-72,98106;0,00001;Pentaclorofenol;28;591;DS 90;PUNTO 1 CON DILUCION;Tabla 2;SMA
2023;EMPRESAS CAROZZI S A;96591040-9;PLANTA AGROZZI TENO;3006;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Curicó;Teno;7308;-34,87554;-71,14226;0,00438;Selenio;33;416;DS 90;DESCARGA 1 (Planta e pastas y pulpas);Tabla 1;SMA
2023;SALMONES CAMANCHACA S A;76065596-1;RÍO DEL ESTE;2291868;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Cochamó;10103;-41,38666;-72,27730;1,60744;Fósforo;16;535;DS 90;PUNTO 1 RIO DEL ESTE;Tabla 1;SMA
2023;MOWI CHILE S.A.;96633780-K;PISCICULTURA DOMEYKO;244942;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Llanquihue;10107;-41,19372;-73,02285;0,44821;Zinc;43;17;DS 90;P.DOMEY;Tabla 3;SMA
2023;ENAP REFINERIAS S A;87756500-9;EMPRESA NACIONAL DEL PETRÓLEO (ENAP);6760;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Valparaíso;Valparaíso;Concón;5103;-32,92439;-71,50676;1,06687;Fluoruro;15;73;DS 90;ENAP.CC;Tabla 5;SMA
2023;SOCIEDAD PESQUERA LANDES SOCIEDAD ANONIMA;92387000-8;PESQUERA LANDES ISLA ROCUANT;669;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Biobío;Concepción;Talcahuano;8110;-36,72855;-73,10360;2,27920;Nitrógeno Total  Kjeldahl;27;174;DS 90;LANDES.ROCUANT;Tabla 5;SMA
2023;AGRICOLA SUPER LIMITADA;88680500-4;INCUBADORA LO MIRANDA;5452663;Cría de aves de corral;A0146;Cría de aves de corral para la producción de huevos;A014602;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Doñihue;6105;-34,19900;-70,86340;0,00352;Hidrocarburos Fijos;17;364;DS 90;PUNTO 1 ;Tabla 1;SMA
2023;COMERCIAL BB TRADING SPA;76413694-2;RIO KING PLANTA RANCAGUA;5462199;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rancagua;6101;-34,11333;-70,72094;0,00000;Sulfuro;37;765;DS 90;Punto 1 canal Ballica ;Tabla 1;SMA
2023;MANTOVERDE S.A.;77020457-7;PLANTA DESALADORA MANTOVERDE;5461514;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;Captación, tratamiento y distribución de agua;13;Atacama;Chañaral;Chañaral;3201;-26,54144;-70,69706;0,90257;SAAM;32;265;DS 90;DESALADORA.MANTOVERDE ;Tabla 5;SMA
2023;MANTOVERDE S.A.;77020457-7;PLANTA DESALADORA MANTOVERDE;5461514;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;Captación, tratamiento y distribución de agua;13;Atacama;Chañaral;Chañaral;3201;-26,54144;-70,69706;0,00031;Plomo;30;265;DS 90;DESALADORA.MANTOVERDE ;Tabla 5;SMA
2023;LOTA PROTEIN S A;96766590-8;LOTA PROTEIN S.A.;5441924;Pesca marítima;A0311;Pesca marítima industrial, excepto de barcos factoría;A031110;Pesca y acuicultura;3;Biobío;Concepción;Lota;8106;-37,09923;-73,15700;0,15398;Manganeso;22;197;DS 90;LOTA.PROTEIN;Tabla 5;SMA
2023;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;12,74369;Cromo Total;12;20;DS 90;UNIDAD 2;Tabla 4;SMA
2023;LESAFFRE INDUSTRIAL CHILE S.A;78382760-3;GIST BROCADES CHILE S.A.;4585695;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de levaduras naturales o artificiales;C107902;Otras industrias manufactureras;10;Metropolitana de Santiago;Santiago;Quilicura;13125;-33,36667;-70,73334;0,00088;Plomo;30;923;DS 90;PUNTO 1 ESTERO LAS CRUCES;Tabla 1;SMA
2023;SOC AGRICOLA REQUINGUA LTDA;80890600-7;SOCIEDAD AGRICOLA REQUINGUA LIMITADA;4795;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Maule;Curicó;Sagrada Familia;7307;-35,02871;-71,34414;0,04782;Fósforo;16;1045;DS 90;PUNTO 1 ESTERO PATAGUAL;Tabla 1;SMA
2023;GRANJA MARINA TORNAGALEONES S A;87752000-5;PISCICULTURA DE RECIRCULACION RÍO UNIÓN;4585876;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Aysén del Gral. Carlos Ibañez del Campo;Aysén;Cisnes;11202;-44,43703;-72,56695;0,00421;Molibdeno;24;634;DS 90;PUNTO 1 RIO LA UNION;Tabla 1;SMA
2023;GOLDEN OMEGA S.A.;76044336-0;GOLDEN OMEGA;2369657;Elaboración de aceites y grasas de origen vegetal y animal;C1040;Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla);C104000;Otras industrias manufactureras;10;Arica y Parinacota;Arica;Arica;15101;-18,50411;-70,31797;0,24381;Fluoruro;15;29;DS 90;G_OMEGA;Tabla 5;SMA
2023;FRIOFORT S A;96584740-5;FRIOFORT BUIN;5469841;Almacenamiento y depósito;H5210;Explotación de frigoríficos para almacenamiento y depósito;H521001;Otras actividades;20;Metropolitana de Santiago;Maipo;Buin;13402;-33,72696;-70,72956;0,00348;Nitrógeno Total  Kjeldahl;27;885;DS 90;PUNTO 1 CANAL PAININO;Tabla 1;SMA
2023;SOCIEDAD MINERA PACIFICO DEL SUR SPA;77053711-8;Sociedad Minera Pacifico del Sur SPA;5480455;Extracción de minerales de hierro;B0710;Extracción de minerales de hierro;B071000;Minería;4;Aysén del Gral. Carlos Ibañez del Campo;Aysén;Aysén;11201;-45,03113;-71,93993;1,85468;Sólidos Suspendidos Totales;35;1062;DS 90;PUNTO 1 RIO TOQUI;Tabla 2;SMA
2023;AUSTRALIS MAR S.A.;76003885-7;PISCICULTURA KETRUN RAYEN;5442195;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,62596;-73,46233;0,13071;Zinc;43;842;DS 90;PUNTO 1 RIO CALIBORO;Tabla 1;SMA
2023;HENDRIX GENETICS AQUACULTURE SA;96753540-0;PISCICULTURA CATRIPULLI;4586424;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,39014;-71,68036;0,00209;Zinc;43;505;DS 90;PUNTO 1;Tabla 1;SMA
2023;VINICOLA PATACON SPA;89069300-8;VINICOLA PATACON;5457621;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Maule;Curicó;Molina;7304;-35,07895;-71,25974;0,01082;Hidrocarburos Fijos;17;404;DS 90;PUNTO 1 CANAL TURBINA;Tabla 1;SMA
2023;AQUAGEN CHILE S A;96912840-3;Piscicultura Pangueco;5482756;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,83455;-71,72531;0,00909;Cromo Hexavalente;11;1060;DS 90;PUNTO 1 VERTIENTE SIN NOMBRE;Tabla 1;SMA
2023;SOC COMERCIAL E INDUSTRIAL AGROMAR LIMITADA;89042600-K;PESQUERA AGROMAR;5441845;Venta al por mayor de alimentos, bebidas y tabaco;G4630;Venta al por mayor de productos del mar (pescados, mariscos y algas);G463013;Comercio mayorista;18;Los Lagos;Chiloé;Dalcahue;10205;-42,37851;-73,64653;0,00002;Hidrocarburos Volatiles;19;121;DS 90;AGROMAR;Tabla 5;SMA
2023;SALMONES CAMANCHACA S A;76065596-1;RÍO PETROHUE;5453549;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,23628;-72,47825;0,02590;Cobre;8;534;DS 90;PUNTO 1 RIO PETROHUE;Tabla 2;SMA
2023;HENDRIX GENETICS AQUACULTURE SA;96753540-0;PISCICULTURA CATRIPULLI;4586424;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,39014;-71,68036;0,00140;Tetracloroeteno;39;504;DS 90;PUNTO 2;Tabla 1;SMA
2023;SALMONES TECMAR S A;79809870-5;CENTRO TRAINEL;5453093;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Chiloé;Chonchi;10203;-42,65684;-73,89934;0,02774;Hierro Disuelto;20;579;DS 90;DESCARGA 1 PUNTO RIO TRAINEL;Tabla 3;SMA
2023;SOC AGRICOLA Y GANADERA CURILEUFU LTDA;84100300-4;CENTRO 1 RÍO CURILEUFU;5453626;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Río Bueno;14204;-40,39222;-72,54449;0,00739;Zinc;43;694;DS 90;PUNTO 1 ;Tabla 1;SMA
2023;OCCIDENTAL CHEMICAL CHILE LIMITADA;93797000-5;OCCIDENTAL CHEMICAL CHILE LIMITADA;5441918;Fabricación de sustancias químicas básicas;C2011;Fabricación de otras sustancias químicas básicas n.c.p.;C201109;Industria química, de plástico y caucho;7;Biobío;Concepción;Talcahuano;8110;-36,76288;-73,12594;0,04128;Manganeso;22;189;DS 90;OXYCHILE;Tabla 5;SMA
2023;SOCIEDAD VITIVINICOLA LOMAS DE CAUQUENES SPA;80237600-6;COOP.AGRIC.VITIV.DE CAUQUENES LTDA.;4835;Cultivo de uva;A0121;Cultivo de uva destinada a la producción de vino;A012112;Producción agropecuaria;1;Maule;Cauquenes;Cauquenes;7201;-35,98071;-72,31743;0,00000;Cobre;8;398;DS 90;PUNTO 1 RIO CAUQUENES;Tabla 2;SMA
2023;SALMONES CAMANCHACA S A;76065596-1;RÍO DEL ESTE;2291868;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Cochamó;10103;-41,38666;-72,27730;1,13642;Hidrocarburos Fijos;17;535;DS 90;PUNTO 1 RIO DEL ESTE;Tabla 1;SMA
2023;ENAEX S A;90266000-3;PRILLEX AMÉRICA;5441788;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de explosivos y productos pirotécnicos;C202901;Industria química, de plástico y caucho;7;Antofagasta;Antofagasta;Mejillones;2102;-23,09416;-70,42928;0,85008;Hidrocarburos Volatiles;19;60;DS 90;PANNA.4;Tabla 5;SMA
2023;LAPOSTOLLE WINES SPA;96703690-0;PLANTA CUNACO;5440512;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;Santa Cruz;6310;-34,63930;-71,31259;0,00001;Fluoruro;15;791;DS 90;Descarga  1 CANAL AGUA CLARA;Tabla 1;SMA
2023;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA COREO;4585854;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,54858;-72,20494;0,04068;Níquel;25;441;DS 90;PUNTO 1, MALLIN, COREO;Tabla 3;SMA
2023;AQUAGEN CHILE S A;96912840-3;PISCICULTURA ESTERO SEN SEN;5453382;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,83397;-71,72707;23,87300;Cloruros;7;473;DS 90;PUNTO 1 ESTERO SEN SEN;Tabla 1;SMA
2023;MULTI X S.A.;79891160-0;PISCICULTURA RIO NEGRO;5452181;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Palena;Hualaihué;10403;-41,96742;-72,47367;147,39862;Sólidos Suspendidos Totales;35;580;DS 90;PUNTO 1 RIO CUCHILDEO;Tabla 2;SMA
2023;FRUTICOLA OLMUE SPA;76078112-6;FRUTICOLA OLMUE SPA;5465930;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Ñuble;Diguillín;Chillán;16101;-36,59647;-72,11340;0,00504;Sulfuro;37;818;DS 90;Punto Canal Oro Verde;Tabla 1;SMA
2023;PROCESADORA CALBUCO SPA;76495180-8;PROCESADORA CALBUCO;78672;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,78446;-73,13859;0,16430;Aluminio;2;12;DS 90;A.CLARAS;Tabla 5;SMA
2023;ACEROS AZA S.A.;92176000-0;PLANTA COLINA;4989;Industrias básicas de hierro y acero;C2410;Industrias básicas de hierro y acero;C241000;Otras industrias manufactureras;10;Metropolitana de Santiago;Chacabuco;Colina;13301;-33,29580;-70,72877;0,00932;Zinc;43;313;DS 90;PUNTO 1 ESTERO LOS PATOS;Tabla 1;SMA
2023;CORPESCA S A;96893820-7;PLANTA MEJILLONES;99599;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Antofagasta;Antofagasta;Mejillones;2102;-23,09327;-70,42602;284,65967;Sulfato;36;48;DS 90;C.MEJILLONES;Tabla 5;SMA
2023;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA HUEYUSCA;244712;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Purranque;10303;-40,90843;-73,16611;0,27279;Fósforo;16;559;DS 90;PUNTO 1 RIO HUEYUSCA;Tabla 2;SMA
2023;EXTRACTOS NATURALES GELYMAR S A;96609040-5;EXTRACTOS NATURALES GELYMAR S.A.;831;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,57353;-73,19702;7,21501;Sólidos Suspendidos Totales;35;603;DS 90;PUNTO 2 RIO GOMEZ SIN DILUCION;Tabla 1;SMA
