año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes ;ducto;norma;nombre_ducto;tabla;origen
2021;METHANEX CHILE SA;76030472-7;METHANEX CHILE S.A.;5441884;"Curtido y adobo de cueros; adobo y teñido de pieles";C1511;"Curtido y adobo de cueros; adobo y teñido de pieles";C151100;Otras industrias manufactureras;10;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;12101;-52,94028404;-70,81235468;12408,26356;Sulfatos;106;160;DS 90;METHANEX.1;Tabla 5;SMA
2021;COLBUN S A;96505760-9;COMPLEJO TERMOELECTRICO SANTA MARIA;5452085;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Concepción;Coronel;8102;-37,0411339;-73,13094162;10965,16352;Sólidos Suspendidos Totales;101;239;DS 90;UNIDAD I;Tabla 4;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TÉRMICA MEJILLONES;5441785;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08942523;-70,41189629;10500,21476;Sólidos Suspendidos Totales;101;1059;DS 90;UNIDAD 7;Tabla 5;SMA
2021;EMPRESA ELECTRICA ANGAMOS S.A.;76004976-K;CENTRAL TERMOELÉCTRICA ANGAMOS;5452292;Elaboración de bebidas malteadas y de malta;C1103;Elaboración de bebidas malteadas y de malta;C110300;Otras industrias manufactureras;10;Antofagasta;Antofagasta;Mejillones;2102;-23,06858082;-70,3687702;10274,11824;Cloruros;23;51;DS 90;T.ANGAMOS;Tabla 4;SMA
2021;EMPRESA ELECTRICA CAMPICHE S.A.;76008306-2;CENTRAL TERMOELECTRICA CAMPICHE;4917485;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75252209;-71,47929375;10049,28628;Aceites y Grasas;2;237;DS 90;UNIDAD 4;Tabla 4;SMA
2021;SEAFOOD RESOURCES CHILE S A;96656530-6;SRC;5441806;Construcción de edificios para uso residencial y no residencial;F4100;Construcción de edificios para uso residencial;F410010;Construcción;16;Valparaíso;Petorca;La Ligua;5401;-32,25036927;-71,48638688;9867,266449;Sulfatos;106;80;DS 90;SR.MOLLES;Tabla 4;SMA
2021;ENEL GENERACION CHILE S.A.;91081000-6;CENTRAL TERMOELECTRICA BOCAMINA U1;5441923;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Biobío;Concepción;Coronel;8102;-37,02113521;-73,16567023;9739,619547;Sólidos Suspendidos Totales;101;819;DS 90;BOCAMINA II. PTO. BAHÍA CORONEL;Tabla 4;SMA
2021;CORPESCA S A;96893820-7;PLANTA MEJILLONES;99599;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Antofagasta;Antofagasta;Mejillones;2102;-23,09327208;-70,42602376;9558,45198;Cloruros;23;48;DS 90;C.MEJILLONES;Tabla 5;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TÉRMICA MEJILLONES;5441785;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08942523;-70,41189629;7401,958344;Sólidos Suspendidos Totales;101;54;DS 90;UNIDAD.3;Tabla 4;SMA
2021;METHANEX CHILE SA;76030472-7;METHANEX CHILE S.A.;5441884;"Curtido y adobo de cueros; adobo y teñido de pieles";C1511;"Curtido y adobo de cueros; adobo y teñido de pieles";C151100;Otras industrias manufactureras;10;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;12101;-52,94028404;-70,81235468;7018,011;Cloruros;23;161;DS 90;METHANEX.2;Tabla 5;SMA
2021;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA RUPANQUITO;5452163;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Osorno;10301;-40,77731873;-72,89228826;6177,162086;Cloruros;23;884;DS 90;PUNTO 1 RIO RAHUE;Tabla 1;SMA
2021;INDUSTRIAS ISLA QUIHUA S A;99579230-3;INDUSTRIAS ISLA QUIHUA SA;7047;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Biobío;Concepción;Lota;8106;-37,09580553;-73,15734531;6085,015438;Cloruros;23;185;DS 90;I.QUIHUA.LOTA;Tabla 5;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TERMICA TOCOPILLA;5441787;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09607305;-70,21390995;5711,965402;Sólidos Suspendidos Totales;101;57;DS 90;UNIDAD.16;Tabla 4;SMA
2021;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA LOS TAMBORES;5442669;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Los Ríos;Ranco;Río Bueno;10512;-40,32973495;-72,9834866;5600,257045;Cloruros;23;525;DS 90;PUNTO 1 RIO BUENO;Tabla 1;SMA
2021;PESQUERA LA PORTADA S A;95632000-3;PESQUERA LA PORTADA;317561;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Montt;10101;-41,56203696;-73,26619104;5307,435096;Cloruros;23;594;DS 90;PUNTO 1 RIO GOMEZ;Tabla 2;SMA
2021;EMPRESA ELECTRICA CAMPICHE S.A.;76008306-2;CENTRAL TERMOELECTRICA CAMPICHE;4917485;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75252209;-71,47929375;5221,291822;Sólidos Suspendidos Totales;101;237;DS 90;UNIDAD 4;Tabla 4;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TÉRMICA MEJILLONES;5441785;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08942523;-70,41189629;5118,0624;Sólidos Suspendidos Totales;101;52;DS 90;UNIDAD.1;Tabla 4;SMA
2021;CENTRAL TERMOELECTRICA ANDINA S A;76708710-1;CENTRAL TERMICA ANDINA;436492;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08569494;-70,4078842;4370,434552;Sólidos Suspendidos Totales;101;222;DS 90;HORNITO;Tabla 4;SMA
2021;PRODUCTOS DEL MAR VENTISQUEROS S A;96545040-8;PISCICULTURA CHAQUEIHUA II;5459651;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales hidroeléctricas;D351011;Otras centrales de generación eléctrica;12;Los Lagos;Palena;Hualaihué;10403;-41,92468351;-72,43459299;4226,214454;Cloruros;23;600;DS 90;PUNTO 1 RIO NEGRO;Tabla 1;SMA
2021;CENTRAL TERMOELECTRICA ANDINA S A;76708710-1;CENTRAL TERMICA ANDINA;436492;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08569494;-70,4078842;4195,137166;Sólidos Suspendidos Totales;101;221;DS 90;ANDINA;Tabla 4;SMA
2021;CELULOSA ARAUCO Y CONSTITUCION S A;93458000-1;PLANTA VALDIVIA;85018;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Los Ríos;Valdivia;Mariquina;10509;-39,56066628;-72,90274195;3929,506163;Sulfatos;106;526;DS 90;RIO CRUCES;Tabla 2;SMA
2021;CIA PESQUERA CAMANCHACA S A;93711000-6;CAMANCHACA PESCA NORTE;5441767;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Tarapacá;Iquique;Iquique;1101;-20,20302029;-70,15930052;3632,072497;Cloruros;23;37;DS 90;CAM.IQUI;Tabla 5;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TERMICA TOCOPILLA;5441787;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09607305;-70,21390995;3360,952298;Sólidos Suspendidos Totales;101;55;DS 90;UNIDAD.10.11.14.15;Tabla 4;SMA
2021;ENAP REFINERIAS S A;87756500-9;REFINERIA BIO BIO;78632;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Biobío;Concepción;Hualpén;8112;-36,77547427;-73,11697665;3304,258715;Sulfatos;106;443;DS 90;PUNTO 1 RIO BIO BIO;Tabla 2;SMA
2021;ENEL GENERACION CHILE S.A.;91081000-6;CENTRAL TERMOELECTRICA BOCAMINA U1;5441923;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Biobío;Concepción;Coronel;8102;-37,02113521;-73,16567023;3250,71941;Aceites y Grasas;2;819;DS 90;BOCAMINA II. PTO. BAHÍA CORONEL;Tabla 4;SMA
2021;E.CL S.A.;88006900-4;CENTRAL TÉRMICA MEJILLONES;5441785;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,08942523;-70,41189629;3242,756946;Sólidos Suspendidos Totales;101;53;DS 90;UNIDAD.2;Tabla 4;SMA
2021;AES GENER S A;94272000-9;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09557627;-70,21025147;3141,30344;Sólidos Suspendidos Totales;101;68;DS 90;CENTRAL.NUEVA.TOC EMISARIO SUBMARINO;Tabla 4;SMA
2021;SALMONES MULTIEXPORT S.A.;79891160-0;PISCICULTURA RIO NEGRO;5452181;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Palena;Hualaihué;10403;-41,96741837;-72,47366548;3128,4355;Cloruros;23;580;DS 90;PUNTO 1 RIO CUCHILDEO;Tabla 2;SMA
2021;COOKE AQUACULTURE CHILE SA;96926970-8;PISCICULTURA LOS RIOS 90149;5464274;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,25970827;-72,25546592;3081,012128;Cloruros;23;850;DS 90;PUNTO 1 RIO TOLTEN;Tabla 1;SMA
2021;EMPRESA ELECTRICA VENTANAS S.A;96814370-0;CENTRAL TERMOELÉCTRICA NUEVA VENTANAS;309729;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75250322;-71,47933591;2884,473006;Sólidos Suspendidos Totales;101;82;DS 90;VENTANAS.3;Tabla 4;SMA
2021;SALMONES CAMANCHACA S A;76065596-1;RÍO PETROHUE;5453549;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Puerto Varas;10109;-41,23628399;-72,4782489;2628,640423;Cloruros;23;534;DS 90;PUNTO 1 RIO PETROHUE;Tabla 2;SMA
2021;CELULOSA ARAUCO Y CONSTITUCION S A;93458000-1;PLANTA VALDIVIA;85018;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Los Ríos;Valdivia;Mariquina;10509;-39,56066628;-72,90274195;2596,374385;Cloruros;23;526;DS 90;RIO CRUCES;Tabla 2;SMA
2021;ENEL GENERACION CHILE S.A.;91081000-6;CENTRAL TERMOELECTRICA BOCAMINA U1;5441923;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M7210;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;M721000;Otras actividades;20;Biobío;Concepción;Coronel;8102;-37,02113521;-73,16567023;2542,71039;Hidrocarburos Totales;60;819;DS 90;BOCAMINA II. PTO. BAHÍA CORONEL;Tabla 4;SMA
2021;SPINETECH CHILE SOCIEDAD ANONIMA;76352550-3;SPINETECH CHILE S.A.;5441778;Acuicultura marina;A0321;Reproducción y cría de moluscos, crustáceos y gusanos marinos;A032130;Pesca y acuicultura;3;Atacama;Copiapó;Caldera;3102;-26,91817853;-70,8112078;2534,330612;Cloruros;23;46;DS 90;P.C.VACA;Tabla 4;SMA
2021;CIA MINERA DEL PACIFICO S A;94638000-8;PLANTA DE PELLETS;4586095;Cría de aves de corral;A0146;Cría de aves de corral para la producción de huevos;A014602;Producción agropecuaria;1;Atacama;Huasco;Huasco;3304;-28,47169404;-71,24901993;2510,16921;Cloruros;23;881;DS 90;PUNTO 1 ENSENADA CHAPACO;Tabla 5;SMA
2021;SOC PESQUERA LANDES SOCIEDAD ANONIMA;92387000-8;PESQUERA LANDES ISLA ROCUANT;669;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Biobío;Concepción;Talcahuano;8110;-36,72855431;-73,10360011;2402,1536;Cloruros;23;174;DS 90;LANDES.ROCUANT;Tabla 5;SMA
2021;CIA MINERA DEL PACIFICO S A;94638000-8;PLANTA DE PELLETS;4586095;Cría de aves de corral;A0146;Cría de aves de corral para la producción de huevos;A014602;Producción agropecuaria;1;Atacama;Huasco;Huasco;3304;-28,47169404;-71,24901993;2327,896554;Sulfatos;106;881;DS 90;PUNTO 1 ENSENADA CHAPACO;Tabla 5;SMA
2021;GNL QUINTERO SA;76788080-4;TERMINAL MARITIMO GNL QUINTERO;5441802;Acuicultura marina;A0321;Reproducción y cría de moluscos, crustáceos y gusanos marinos;A032130;Pesca y acuicultura;3;Valparaíso;Valparaíso;Quintero;5107;-32,77448851;-71,49107824;2210,472;Sólidos Suspendidos Totales;101;76;DS 90;GNL.QUINTERO;Tabla 5;SMA
2021;AES GENER S A;94272000-9;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75255771;-71,47931608;2099,750105;Sólidos Suspendidos Totales;101;84;DS 90;UNIDAD2;Tabla 4;SMA
2021;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;CODELCO CHILE DIVISION EL TENIENTE ALHUE;4590502;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Minería;4;Metropolitana de Santiago;Melipilla;Alhué;13502;-34,09258705;-71,18903008;2077,157174;Cloruros;23;238;DS 90;Aguas Claras Embalse Caren;Tabla 1;SMA
2021;UNIVERSIDAD DE LOS LAGOS;70772100-6;CENTRO METRI;5441843;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Puerto Montt;10101;-41,59422298;-72,70394807;1997,771428;Sólidos Suspendidos Totales;101;119;DS 90;METRI;Tabla 4;SMA
2021;PISCICULTURA NILAHUE S A;96924560-4;PISCICULTURA NILAHUE;5453624;Cultivo de frutas de pepita y de hueso;A0124;Cultivo de frutas de pepita y de hueso;A012400;Producción agropecuaria;1;Los Ríos;Ranco;Lago Ranco;10505;-40,39155417;-72,08132203;1988,747856;Cloruros;23;797;DS 90;PUNTO 1 RIO NILAHUE;Tabla 1;SMA
2021;CARTULINAS CMPC S A;96731890-6;CARTULINAS CMPC PLANTA MAULE;2886;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de papel y cartón para su posterior uso industrial n.c.p.;C170190;Industria del papel y celulosa;5;Maule;Linares;Yerbas Buenas;7408;-35,60735526;-71,58941369;1950,321933;Sulfatos;106;420;DS 90;PUNTO 1 RIO MAULE;Tabla 2;SMA
2021;PAPELES CORDILLERA S A;96853150-6;SISTEMA DE TRATAMIENTO SECUNDARIO DE RILES, PLANTA PUENTE ALTO DE PAPELES CORDILLERA S.A.;5452863;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Metropolitana de Santiago;Cordillera;Puente Alto;13201;-33,62268768;-70,5702793;1950,215133;Sulfatos;106;764;DS 90;Punto 1 Rio Maipo ;Tabla 2;SMA
2021;ORIZON S A;96929960-7;ORIZON PLANTA COQUIMBO;5460025;Actividades de campamentos, parques de vehículos de recreo y parques de caravanas;I5520;Actividades de camping y de parques para casas rodantes;I552000;Otras actividades;20;Coquimbo;Elqui;Coquimbo;4102;-29,96346066;-71,36160184;1739,618496;Cloruros;23;69;DS 90;O.P.BLANCA;Tabla 5;SMA
2021;AES GENER S A;94272000-9;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09557627;-70,21025147;1724,781553;Aceites y Grasas;2;68;DS 90;CENTRAL.NUEVA.TOC EMISARIO SUBMARINO;Tabla 4;SMA
2021;AES GENER S A;94272000-9;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09557627;-70,21025147;1724,781553;Hidrocarburos Totales;60;68;DS 90;CENTRAL.NUEVA.TOC EMISARIO SUBMARINO;Tabla 4;SMA
2021;CMPC CELULOSA S A;96532330-9;CMPC CELULOSA PLANTA SANTA FE;3522;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Biobío;Biobío;Nacimiento;8306;-37,51416427;-72,65059529;1607,729904;Sulfatos;106;453;DS 90;PUNTO 1 RIO BIO BIO ;Tabla 2;SMA
2021;CELULOSA ARAUCO Y CONSTITUCION S A;93458000-1;PLANTA LICANCEL;85016;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Maule;Curicó;Licantén;7303;-34,98792967;-72,02029776;1568,967286;Sulfatos;106;413;DS 90;RIO MATAQUITO;Tabla 2;SMA
2021;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA CHEHUILCO;5402276;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,30276056;-72,11033943;1448,740139;Cloruros;23;720;DS 90;PUNTO 1 ESTERO MOLCO;Tabla 3;SMA
2021;EMPRESA ELECTRICA VENTANAS S.A;96814370-0;CENTRAL TERMOELÉCTRICA NUEVA VENTANAS;309729;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75250322;-71,47933591;1399,930437;Aceites y Grasas;2;82;DS 90;VENTANAS.3;Tabla 4;SMA
